date,comments
2021-01-30,jajaja no sirven me ahogo
2021-01-30," Mejor busca papel higiénico para tu cerebro, te hace falta 😉"
2021-01-30,En un año an demostrado su ineficiencia
2021-01-30,"Para que veas como engaña el MAS, para la lucha contra el covid dicen? 😂😂😂"
2021-01-30,"Y tu socialismo bien útil no? Ni hospitales tenemos por eso Arce se va a Brasil a curar y Evito a la Clínica más cara, Proceso de Cambio 😂😂😂😂😂😂😂"
2021-01-30,"Y tu demuestras tu ineficiencia escribiendo an sin H, se escribe HAN"
2021-01-30,Mmmmm y vos demuestras tu adoctrinamiento corrigiendome en sutiles cosas
2021-01-30,"ya le dije que no es un millón, son 5 millones xq se renegocio el numero de vacunas porque un millón no son suficientes. Por si no lo sabia todas las vacunas aceleraron sus procesos de certificación obviamente porque estamos en una pandemia, la vacuna Sputnik V ya esta certificada por la OMS y es una de las más confiables y económicas a nivel mundial. Me parece una pésima idea de hacer un negociado con las vacunas, se supone que estamos ante una emergencia sanitaria y lo que menos necesitamos son más gastos, lo bueno es que el gobierno esta tomando un buen rumbo con este tema y la vacunación será gratuita y opcional, si no la quiere no se vacune y puede ver la forma de comprarla individualmente... suerte con eso"
2021-01-30,"Lo que no es sutil cosa es que la Nemesia Achacollo no nos devuelve lo que nos robó, y con esos 3.400 MILLONES DE BOLIVIANOS podemos comprar 17.000 respiradores, te lo digo porque noto y entiendo tu preocupación porque no tenemos respiradores en Bolivia"
2021-01-30,dile a ella
2021-01-30,"Ya te dije, que muchos ni gratis nos pondremos la vacuna rusa, obvio que no me voy a vacunar con ella ni mi familia, esperaremos que comercializen si no podemos acceder a las que gestinó Añez. Y no se porqué en tu mente está el negociado, el Gobierno debería vender al costo"
2021-01-30,"Y yo que tengo que ver? No debería ser el Gobierno de turno el que siga el proceso? Pero ya ves, no lograron extraditar a Goni en 15 años, no logran activar sello de la Interpol para apresar a los Ministros de Añez, Añez bien feliz en su pueblo y Achacollo disfrutando su robo"
2021-01-30,feliz todos y vos avongojandote
2021-01-30,"no se la ponga señora ya le dije que es opcional, ya correrá por cuenta suya cuidarse o buscar donde las vendan (meses seguramente), las que se gestionaron serán destinadas a la población más vulnerable entonces dudo que a ud en específico le toque, quizás si a sus familiares y gracias a Dios será gratis. Ningún gobierno debería vender nada, esas vacunas las pagamos con nuestros impuestos por tanto deben ser accesibles, lo que propone ud es insultante como si no conociera las intenciones de las empresas que las venderian 5 veces más de su precio. Que bueno que gente como ud no esta en el gobierno, sino estariamos condenados."
2021-01-30,tienes un ápice de razón y una pobredumbre mental que se traduce en un paupérrimo rebusno.
2021-01-30,"Y tú también feliz, entonces de que reclamas? Reclamale a tu Gobierno corrupto su ineptitud"
2021-01-30,"Y tú tienes tan poco cerebro y dignidad que sólo sirves para escalerita, valorate un poco"
2021-01-30,"Pasa que estamos en una emergencia no? Estás soñando si piensas que en pocos meses te vas a vacunar. Hay que tener racionalidad económica y conciencia de Patria, sabes que vivimos en un país pobre no? Que se están comprando las vacunas con créditos no? Quien tiene recursos y está dispuesto a pagar por ellas no puede estar limitado por la terquedad y negociado del Gobierno de turno no? Porque sabes que hay una cláusula de confidencialidad verdad? Sería de gran ayuda que el Gobierno venda las vacunas, reponga el gasto en las arcas de un país pobre y nos evite tener que ir al exterior a vacunarnos de ser necesario"
2021-01-30,"jajajajajajaja en un país pobre y ud quiere que a uno le VENDAN las vacunas jajajajajajaja es la idea más estupida que he leido. Tiene dinero vaya y busque un país donde le vendan la vacuna, punto. Hágase cargo ud de sus caprichitos."
2021-01-30,"A ver, para que entiendas, país pobre porque la mayoría vive al día dicen no ve? Por eso no quieren cuarentena no ve? Pero Bolivia tiene clase media, o quienes pues pagan impuestos y mueven la economía? Quien pueda comprarse, que se compre la vacuna que mejor le parezca y mientras antes mejor para controlar la pandemia, con 20.000, el próximo mes 1 MILLON, para cuando crees que se va a vacunar al 70% de más de 11 MILLONES de habitantes que se necesita para controlar? Te doy otro datito, la vacuna rusa se poneen 2 dosis, osea que tus 6,5 millones servirán solo para 3,25 millones de personas, abre los ojos!!"
2021-01-30,"si ud tiene la platita para costearse la vacuna que le de la gana hagalo! No esta obligada a ponerse la que esta gestionando el Estado, corra con sus gastos pero después no venga a decir que gobierno incapaz y bla bla bla, sea coherente. Ningún país esta recibiendo el total de sus dosis de la vacuna en una sola entrega por el simple hecho de que estas empresas deben abastecer a todos los países que ya reservaron, por ende no tienen el tiempo suficiente para producir en masa y entregar en un solo stock. Le doy otro datito son en total más de 11 millones de vacunas que aplicadas en dos dosis son suficientes para abarcar el 100% de la población vulnerable, es decir mayores de 18 años... sera una vacunación por etapas al igual que TODOS los países. Asi o más claro?"
2021-01-30,No me quita el sueño pero creo que a vos si
2021-01-30,Para mi viva el mas
2021-01-30,"Por supuesto que me compraré mi vacuna y lo sostengo y lo repito, Gobierno incapaz que por hacer su negociado con la vacuna rusa no permite la comercialización ni se le ocurre traer un stock para la venta y prefiere que la gente siga muriendo en la puerta de los hospitales mientras ellos se atienden en el extranjero y en las Clínicas más caras con nuestros impuestos, GOBIERNO INCAPAZ!!!!"
2021-01-30,OMS está gestionando este mecanismo para los países más pobres no es logro del gobierno ni pititas ...
2021-01-30,solo los gobiernos que hicieron las gestiones para adherirse al grupo son los que recibirán la vacuna. No todos los países pobres. Por favor infórmate.
2021-01-30,estás equivocada la OMS dice textualmente serán inmunizados todos los países los ricos y los pobres de nada sirve tener inmunizado a un miembro de la familia y el resto no.
2021-01-30,Osea vivimos en un mundo de economía globalizado así es como ve la OMS
2021-01-30,Bueno si...un millón es mejor que 20.000. faltan otros 10 millones
2021-01-30,"Cuando la Cabecilla Añez inauguraba los hospitales del proceso de cambio estos pititas celebran como suyo. Si embargo ahora no reparan en mentir que las vacunas es gracias a su Cabecilla. Por eso es que son cobardes, comequitas, malos perdedores que nunca ganarán nada jajajzjz"
2021-01-30,"Si no sabes no comentes ,."
2021-01-30,"gracias Añez, le duela a quien le duela"
2021-01-30,a Kevin le falta rellenar de materia gris su cabecilla 😉 e informarse mejor.
2021-01-30,siquiera la anterior presidenta hizo la gestión de un millón y ustedes...?
2021-01-30,"no de 1 millon, de 2,5 millones"
2021-01-30,"Advirtió? Jaja por lo menos redacten bien sus ""noticias"" (propagandas)"
2021-01-30,Ya lo había gestionado la teñida para su información :v
2021-01-30,Que no lo había Gestionado la Añez? 😎
2021-01-30,El señorito se olvidó mencionar quién gestionó eso 🙄.
2021-01-30,"Añeeeez, Añez, Añez, Añez (retumba el eco en su conciencia...)."
2021-01-30,"sí, Arce es un payaso"
2021-01-30,no!!! usted es un payaso
2021-01-30,no me diga 🙃 me alegro que le guste mi humor 🤣
2021-01-30,Ya estaba desde el gobierno de añez
2021-01-30,fuente: de los deseos 🤣
2021-01-30,...somos casi 11 millones de bolivianos
2021-01-30,"Dice que gestiona económicamente, cuando Bolivia estaba entre los países que iba a recibir de manera gratuita la vacuna..."
2021-01-30,Gracias a la ex presidenta Añez.
2021-01-30,Te da miedo declarar que fue tu pesadilla quien realizó la adquisición de esas vacunas
2021-01-30,Pero eso lo gestionó AÑEZ!!!!!
2021-01-30,Ana Maria Blancourt de Guzmán
2021-01-30,"falso solo se dedicó a robar ,robar y robar, bueno si es verdad robo"
2021-01-30,Gracias a las gestiones realizadas por la presidenta Jeanine Añez Chavez
2021-01-30,Con el presidente Lucho Arce. Los bolivianos y bolivianas estamos viviendo en democracia.
2021-01-30,si seguimos vivos después de aguantar
2021-01-30,Gracias Jeanine Añez Chavez por la gestion de las vacunas COVAX
2021-01-30,🤣🤣 Recibimos apoyo por que somos de los países más pobres nivel Sudamérica nada de gestión
2021-01-30,"Los de Covax no saben si quiera que Añez existe, nunca gestionó nada la señora"
2021-01-30,Vacunas gestionadas por sra yanine
2021-01-30,Raro economista que hable de casi
2021-01-30,Gracias señor presidente por aser llegar la vacuna. ......No como añez promesa y promesa como de los respiradores y nunca a llegado en gestión
2021-01-30,"Y a quíen mierd..... Le importa quien hizo las gestiones, lo único que importa es que lleguen las vacunas"
2021-01-30,Señores azules antes de quedar en ridículo.... Enterence que fue gracias a la gestión de la Presidenta Añez.
2021-01-30,"El consigue 20.000 el.anterior gobierno 1 millon, y quiere hacer carabana con sombrero ajeno..."
2021-01-30,Muchas gracias presidenta jeanine añez
2021-01-30,😂 que diga ahora que el gobierno de facto también tiene la culpa
2021-01-30,"¿Advirtió? O sea, ¿son una amenaza esas vacunas?"
2021-01-30,Payaso!!! Ganas de hacer show barato igual que su rata Evo
2021-01-30,gracias Jeanine Añez y Karen Longaric
2021-01-30,Porque no le hacen a Catacora la nueva pruebita China 🇨🇳!??? 🤣🤣🤣🤣🤣🤣🤣
2021-01-30,Gracias por las gestiones de Añez 🙌
2021-01-30,"Sip, las gestiones las hizo la ex presidenta. Pero bueno lo importante es llegue una vacuna garantizada.. mas alla de quien aya gestionado"
2021-01-30,"No pudieron comprar ni respiradores y van a gestionar vacunas, que buen chiste xD"
2021-01-30,Las gestiones que realizo Añez ...
2021-01-30,Pero si eso lo hizo la teñida ...
2021-01-30,Gracias jeanine añez chavez. A ella agradecer por la llegada de la dotación de las vacunas por el programa COVAX.
2021-01-30,Las gestiones las hizo añez... Osea llunkus si tienen q agradecer a alguien es a su adulada 🤭
2021-01-30,en ese momento la Añez en el gobierno la vacuna apenas estaba en la fase 2 y 3 y no había vacuna con el 90% de efectividad recién a casi inicios de años recién se dió la noticia q se podía distribuir
2021-01-30,ese hígado dañado desde el 18 de octubre si se puede ver. Divertidos pititas.
2021-01-30,a donde puede llegar la. Ignorancia... Infórmate un poco...... Las. Vacunas ya estaban listas ya llegaron a fase 3..... Tenían eficacia en los primeros pero no estaba lista pa ser usada en la población por q tenia q producirse una vez que llegó a fase 3 y no tuvo efectos en los pacientes se hizo más gestiones correspondientes...... 🙄 🙄 🙄 Infórmate un poco solo das vergüenza ajena. ......
2021-01-30,por lo menos es el hígado dañado no el cerebro como en el caso de ustedes
2021-01-30,"jajajaja epa, también se visibiliza la vesícula."
2021-01-30,no entendiste mi comentario se te rompió el cerebro no ?
2021-01-30,Esa gestion la hizo Longaric.
2021-01-30,Eso fue gracias a Añez
2021-01-30,exacto !!
2021-01-30,Cuanto es casi un millon??.. ojala Linera no haya calculado esta cifra...
2021-01-30,Hace mucho ya era sabido
2021-01-30,Gracias Jeanine Añez Chavez 💚
2021-01-30,"Gracias al otro gobierno, gracias Añez"
2021-01-30,Muchas gracias Gobierno de facto!👌💪
2021-01-30,"Muchas gracias Sra Añez, Bendiciones 🙏"
2021-01-30,ella no gestionó nada
2021-01-30,"fijate las fechas de las publicaciones de los diarios cuando gestiono añez y cuando Arce, eres libre de no cree investiga"
2021-01-30,Añez le recuerda a Arce que Bolivia recibirá la vacuna gratuita a través del Covax
2021-01-30,Añez le recuerda a Arce que Bolivia recibirá la vacuna gratuita a través del Covax
2021-01-30,Añez le recuerda a Arce que Bolivia recibirá la vacuna gratuita a través del Covax
2021-01-01,reacciones normales hasta a los bebes con las vacunas oficiales les da fiebre....lo extraño deberia ser que se desmayen;presenten erupciones de alergia; falta de oxígeno;vómitos...convulsiones.🤷‍♀️
2021-01-01,hay una enfermera que se desmayo al cabo de recibir la vacuna. Buscalo en youtube. Noticias telemundo.
2021-01-01,y supongo que tú te arriesgarías a
2021-01-01,"""....lo extraño deberia ser que se desmayen;presenten erupciones de alergia; falta deoxígeno, vómitos... convulsiones.🤷‍♀️"""
2021-01-01,ya.. va ser la primera en vacunarse ..
2021-01-01,"Por favor no seamos pesimistas exagerando, ahora sí es por desprestigiar y politizarlo ya es otra cosa qué perjudica nada más"
2021-01-01,pues claro viendo las estadisticas..no lo hago sólo por mi si no por los que me rodean.Puede que yo sea asintomatica pero eso no significa que no pueda contagiar y que otros presenten síntomas graves.
2021-01-01,asi tal cual si me llega la oprtunidad...responsabilidad social se llama.
2021-01-01, gracias por el consejo
2021-01-01,Se vacuna y nos dice....
2021-01-01,Ahí está los primeros resultados de la vacuna Rusa al igual que las otras vacunas aún no sabemos que consecuencias adversas para la salud traerán
2021-01-01,"yo creo q no leyó sus efectos adversos y esos son los únicos efectos no es grabe, solo es séfale, fiebre son efectos q lo son graves eso ya se sabía sería bueno q se informe bien antes de hablar"
